"building_class","fov","architecture","iteration","train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy","f_score"
Meeting,F90,inception_v3,2,63726,21482,21142,0.13644162486752057,0.9858121918961164,0.8032329169728141,2464,79.88364100456238,73.93055919114414,0.8852060784366649
Meeting,F90,inception_v3,3,64021,21187,21142,0.13691583086437759,0.9863394584139265,0.7993142297330394,2399,79.55254912376404,74.42238273837137,0.8830325495819692
Meeting,F90,mobilenet_1.0_224,0,63976,21232,21142,0.017093240419962824,0.9968546394068749,0.21734019103600294,1663,24.359095096588135,59.90414847889781,0.35687283841389855
Meeting,F90,mobilenet_1.0_224,1,63901,21307,21142,0.017882658162832524,0.9961661341853035,0.22909625275532697,1361,25.475355982780457,60.21684840117763,0.37252090800477894
Meeting,F90,mobilenet_1.0_224,2,63726,21482,21142,0.18362058294856773,0.9759652262848376,0.934851824638746,1442,91.48614406585693,64.41796949878737,0.9549662246685013
Meeting,F90,mobilenet_1.0_224,3,64021,21187,21142,0.05740578732364418,0.9924173213959437,0.5321087435709038,1399,54.42720651626587,70.89704653205276,0.6927712764261345
Meeting,F30_60_90,inception_v3,0,191928,63696,63426,0.1489294618456444,0.9860435818192556,0.817895338394971,5327,81.29789233207703,74.64075499861146,0.8941327668993092
Meeting,F30_60_90,inception_v3,1,191703,63921,63426,0.15792498989074497,0.9853102770227286,0.8345334313005143,4722,82.82092809677124,74.25762067094044,0.903675807563783
Meeting,F30_60_90,inception_v3,2,191178,64446,63426,0.14251936471463067,0.9862464868743647,0.8078863580700465,4877,80.36136627197266,74.57588599153533,0.8882007647153858
Meeting,F30_60_90,inception_v3,3,192063,63561,63426,0.14399179294966816,0.9863441823429879,0.8090293085149808,4800,80.478036403656,74.72473456834419,0.8889307499102979
Meeting,F30_60_90,mobilenet_1.0_224,0,191928,63696,63426,0.02374967451630987,0.9943144544062978,0.29697118132092415,3449,31.95061981678009,62.46433164743089,0.4573468951557137
Meeting,F30_60_90,mobilenet_1.0_224,1,191703,63921,63426,0.21131489154897265,0.9742216049076509,0.9620050616376847,2915,93.87317299842834,62.359767066295056,0.9680747933816402
Meeting,F30_60_90,mobilenet_1.0_224,2,191178,64446,63426,0.07873101209175994,0.9898252878206423,0.6401338884806923,3020,64.61545825004578,72.76781317690028,0.7774681962856831
Meeting,F30_60_90,mobilenet_1.0_224,3,192063,63561,63426,0.19880888248063686,0.9728130838058405,0.9692709608947669,2927,94.4171130657196,60.43053566509598,0.9710387921516026
Industry,F30,inception_v3,0,63976,21232,21142,0.16749367969037485,0.1492942453854506,0.6863560732113144,3858,75.98145604133606,72.52994006979341,0.24524375743162902
Industry,F30,inception_v3,1,63901,21307,21142,0.1278235385316706,0.1238390092879257,0.7653910149750416,2400,67.87910461425781,71.94808635557254,0.2131850307032789
Industry,F30,inception_v3,2,63726,21482,21142,0.2162345013372687,0.18766828217555195,0.5798668885191348,2592,83.34121704101562,71.42814883919647,0.28356387306753456
Industry,F30,inception_v3,3,64021,21187,21142,0.18705254115614325,0.16286243059839606,0.6589018302828619,2576,78.80522012710571,72.73696714102374,0.26117065127782363
Industry,F30,mobilenet_1.0_224,0,63976,21232,21142,0.21600221929015373,0.28994708994708995,0.22795341098169716,1903,92.43685603141785,59.71512290615607,0.25523986958546807
Industry,F30,mobilenet_1.0_224,1,63901,21307,21142,0.2525054877082868,0.35005973715651134,0.2437603993344426,944,93.12742352485657,60.82392768989164,0.28739578224619916
Industry,F30,mobilenet_1.0_224,2,63726,21482,21142,0.03971078404510025,0.07605482397205053,0.9417637271214643,1065,34.62302386760712,62.60473600502006,0.14074350366778568
Industry,F30,mobilenet_1.0_224,3,64021,21187,21142,0.24615587293161073,0.2268423219431865,0.4584026622296173,1122,88.03802728652954,68.21100572933443,0.30349765904709447
Industry,F60,inception_v3,0,63976,21232,21142,0.21688124185330815,0.18582955118507313,0.6131447587354409,4069,82.52766728401184,72.5604475656587,0.2852167182662539
Industry,F60,inception_v3,1,63901,21307,21142,0.1924089115344531,0.16558441558441558,0.6788685524126455,2407,78.72481346130371,73.63249482223709,0.266231647634584
Industry,F60,inception_v3,2,63726,21482,21142,0.17397034842575446,0.15336056442629037,0.6871880199667221,2521,76.65310502052307,72.92509808960992,0.2507589556769884
Industry,F60,inception_v3,3,64021,21187,21142,0.2431682078650163,0.20868516284680338,0.5757071547420965,2510,85.17642617225647,72.20561851945187,0.30633023461708725
Industry,F60,mobilenet_1.0_224,0,63976,21232,21142,0.09687460277330864,0.10634938536145258,0.7845257903494176,1768,61.295050382614136,69.35668069099144,0.18730757771377496
Industry,F60,mobilenet_1.0_224,1,63901,21307,21142,0.2865559848115879,0.3090909090909091,0.35357737104825293,1319,91.8314278125763,65.29672211309469,0.32984090027163365
Industry,F60,mobilenet_1.0_224,2,63726,21482,21142,0.25862447056837445,0.23590381426202323,0.4733777038269551,1311,88.28871250152588,69.04752109907093,0.31488655229662427
Industry,F60,mobilenet_1.0_224,3,64021,21187,21142,0.2917807242208458,0.36787564766839376,0.29534109816971715,1578,93.10850501060486,63.23746614218696,0.32764190124596215
Industry,F90,inception_v3,0,63976,21232,21142,0.1809948213780445,0.15964293128503218,0.6397670549084858,3498,78.80522012710571,71.83790139136211,0.25552417345073936
Industry,F90,inception_v3,1,63901,21307,21142,0.17971251052469203,0.15714012617090423,0.6838602329450915,2407,77.34840512275696,73.13734464625156,0.2555572827607648
Industry,F90,inception_v3,2,63726,21482,21142,0.16031912731436254,0.1444253859348199,0.7004991680532446,2504,74.7043788433075,72.51743583495912,0.23947667804323097
Industry,F90,inception_v3,3,64021,21187,21142,0.16927362764233728,0.15036363636363637,0.6880199667221298,2520,76.12335681915283,72.68334537722987,0.24679200238734708
Industry,F90,mobilenet_1.0_224,0,63976,21232,21142,0.26906697759071857,0.25057577153385535,0.4525790349417637,1881,89.19212818145752,68.54921252943522,0.322561517936555
Industry,F90,mobilenet_1.0_224,1,63901,21307,21142,0.29213165734409985,0.4226110363391655,0.2612312811980033,1383,93.77069473266602,61.98583687835553,0.322879177377892
Industry,F90,mobilenet_1.0_224,2,63726,21482,21142,0.31233996229248306,0.3624220837043633,0.3386023294509151,1412,92.85308718681335,65.13473031407034,0.3501075268817204
Industry,F90,mobilenet_1.0_224,3,64021,21187,21142,0.31697951613684877,0.35170178282009723,0.3610648918469218,1289,92.58348345756531,66.0472265381836,0.3563218390804597
Industry,F30_60_90,inception_v3,0,191928,63696,63426,0.18905825380870422,0.1649543378995434,0.6411536328341653,5684,79.50682640075684,72.27500026424254,0.2623992736352287
Industry,F30_60_90,inception_v3,1,191703,63921,63426,0.18116414223590843,0.15832144246984045,0.6769273433166944,4944,77.70314812660217,72.99966037880696,0.256623212783852
Industry,F30_60_90,inception_v3,2,191178,64446,63426,0.1237821961753537,0.1214124195512263,0.7742651136993899,4867,66.86217188835144,71.82592703234496,0.20990902939628597
Industry,F30_60_90,inception_v3,3,192063,63561,63426,0.2046987062366132,0.17676847602468745,0.6195230171935663,4871,81.43348097801208,72.28006259488393,0.2750554050726422
Industry,F30_60_90,mobilenet_1.0_224,0,191928,63696,63426,0.03090913324936783,0.0717372331140771,0.9345535219079312,2919,30.875352025032043,60.27916389212007,0.13324634758713402
Industry,F30_60_90,mobilenet_1.0_224,1,191703,63921,63426,0.2986216005201388,0.3311363037173741,0.3483083749306711,3052,92.29495525360107,65.29489049511263,0.3395053385592648
Industry,F30_60_90,mobilenet_1.0_224,2,191178,64446,63426,0.276204898249863,0.3549752999294284,0.2789794786466999,3189,93.01863312721252,62.4210568477479,0.31242236024844716
Industry,F30_60_90,mobilenet_1.0_224,3,192063,63561,63426,0.07693361968062701,0.09527974758676705,0.8458125346644482,3086,53.462302684783936,68.0838397054725,0.17126653002779574
Office,F30,inception_v3,0,63976,21232,21142,0.06929294273003647,0.9846676677467794,0.6132302997489787,2104,61.91467046737671,68.90393922987317,0.7557779799818016
Office,F30,inception_v3,1,63901,21307,21142,0.09623416560510012,0.9812805926709882,0.7301766993158438,2359,72.73200154304504,69.35731981427705,0.8373077465782419
Office,F30,inception_v3,2,63726,21482,21142,0.08457097333936786,0.9826904055390703,0.6845991041984545,2489,68.53183507919312,69.38147036143786,0.8069971860404398
Office,F30,inception_v3,3,64021,21187,21142,0.0704483703880384,0.9851881188118812,0.6121966825810897,677,61.84845566749573,69.27650079572115,0.7551454070791086
Office,F30,mobilenet_1.0_224,0,63976,21232,21142,0.03219490603752167,0.9888888888888889,0.37234827976571344,500,39.281997084617615,63.46589883677052,0.5409947438051991
Office,F30,mobilenet_1.0_224,1,63901,21307,21142,0.07739445721159155,0.9632345845797549,0.9826253876064379,973,94.7261393070221,52.949451198503716,0.9728333698803693
Office,F30,mobilenet_1.0_224,2,63726,21482,21142,0.06522613123260004,0.9858932868641607,0.5847812176994635,1037,59.29429531097412,68.93603058194287,0.7341201186356895
Office,F30,mobilenet_1.0_224,3,64021,21187,21142,0.14163209849688366,0.9675052410901468,0.95402864596151,511,92.5030767917633,58.24688684353005,0.9607196847661769
Office,F60,inception_v3,0,63976,21232,21142,0.09218969646897014,0.9851266723598064,0.681350593099375,2002,68.38993430137634,71.40086298830208,0.8055515144461579
Office,F60,inception_v3,1,63901,21307,21142,0.1117541150652113,0.981628631364821,0.7600531574543485,2346,75.5746841430664,70.4875063575659,0.8567465601420328
Office,F60,inception_v3,2,63726,21482,21142,0.0731384541848447,0.9867820235520307,0.6062902987645814,2486,61.38492226600647,70.31451493822907,0.7510975609756098
Office,F60,inception_v3,3,64021,21187,21142,0.09625173311556152,0.983345846699884,0.7091105970369641,1652,70.89206576347351,70.66765106396942,0.8240105239075727
Office,F60,mobilenet_1.0_224,0,63976,21232,21142,0.15412034974504893,0.9692486954759613,0.9416744598119802,1206,91.52398109436035,60.29584420272022,0.9552626323147593
Office,F60,mobilenet_1.0_224,1,63901,21307,21142,0.10809217904010397,0.9784781409037955,0.7854506078653345,1330,77.72207260131836,67.99980312053945,0.8714028285917109
Office,F60,mobilenet_1.0_224,2,63726,21482,21142,0.03802129881521406,0.9897018321159142,0.4068021853620121,1536,42.588213086128235,65.12798805597939,0.5766010883214734
Office,F60,mobilenet_1.0_224,3,64021,21187,21142,0.16160570797960955,0.9703643145470339,0.9347344588275828,1230,90.98476767539978,61.58520778986399,0.9522162053750501
Office,F90,inception_v3,0,63976,21232,21142,0.10419959071370549,0.9803784162578837,0.7574445046020574,1994,75.23413300514221,69.2055585634362,0.8546120952962736
Office,F90,inception_v3,1,63901,21307,21142,0.10412489637177298,0.9804246636485366,0.756804646355269,2601,75.17737150192261,69.23417171170286,0.8542222222222222
Office,F90,inception_v3,2,63726,21482,21142,0.10534107296022162,0.977498023475035,0.791110892356155,2367,78.17614078521729,67.13130219356532,0.8744831338411316
Office,F90,inception_v3,3,64021,21187,21142,0.11411171216681729,0.9763636363636363,0.8193630949451198,1671,80.73502779006958,66.54391232301357,0.8910000802847431
Office,F90,mobilenet_1.0_224,0,63976,21232,21142,0.11790940252847328,0.9690447652300798,0.9152433922331052,1273,89.04550075531006,59.76216961165526,0.9413759935199717
Office,F90,mobilenet_1.0_224,1,63901,21307,21142,0.08633642597159104,0.9811850027367269,0.7058620859378846,1339,70.43325901031494,68.62643763022756,0.8210574528382906
Office,F90,mobilenet_1.0_224,2,63726,21482,21142,0.12037364745625345,0.970531914893617,0.8980656593000935,1194,87.58395314216614,61.3275253892471,0.932893626811872
Office,F90,mobilenet_1.0_224,3,64021,21187,21142,0.09060381797644317,0.9784890835319121,0.7477974110350938,1240,74.18408989906311,67.14744630933045,0.8477290480973105
Office,F30_60_90,inception_v3,0,191928,63696,63426,0.0934227479473508,0.9826148217167011,0.709389509606077,4501,70.86683511734009,70.01493002575839,0.8239419174114374
Office,F30_60_90,inception_v3,1,191703,63921,63426,0.09329323629934973,0.982788099851818,0.707289462026874,4841,70.68079113960266,70.11194784881846,0.8225843382689666
Office,F30_60_90,inception_v3,2,191178,64446,63426,0.12869829484815226,0.9769885326828144,0.8344900001640663,4905,82.20603466033936,67.52247980618311,0.9001344989912576
Office,F30_60_90,inception_v3,3,192063,63561,63426,0.10800962714963774,0.9799143960747468,0.7700119768338501,3231,76.38192772865295,69.06625540734908,0.8623743637800195
Office,F30_60_90,mobilenet_1.0_224,0,191928,63696,63426,0.044144207610667445,0.9871391529818496,0.4684582697576742,2926,48.33348989486694,65.90776197273219,0.635386532555966
Office,F30_60_90,mobilenet_1.0_224,1,191703,63921,63426,0.13550394516297512,0.9711021269115837,0.9064002231300553,2938,88.41326832771301,62.107889944381554,0.9376363065486546
Office,F30_60_90,mobilenet_1.0_224,2,191178,64446,63426,0.1227455687526064,0.9659102121361618,0.9636757395284737,2956,93.2409405708313,56.304999097635815,0.9647916820656861
Office,F30_60_90,mobilenet_1.0_224,3,192063,63561,63426,0.12026349919459763,0.966032317163748,0.9602631622122688,2671,92.93665289878845,56.43740053485586,0.9631391005282299
Shop,F30,inception_v3,0,63976,21232,21142,0.3471547835846632,0.27375041377027476,0.7292768959435626,2377,88.17046880722046,80.98103791992904,0.3980746089049338
Shop,F30,inception_v3,1,63901,21307,21142,0.31172673179760846,0.24157923799006073,0.7716049382716049,2559,85.78185439109802,81.71549281521959,0.3679562657695543
Shop,F30,inception_v3,2,63726,21482,21142,0.3094313300087289,0.23957481602616518,0.7751322751322751,2703,85.59738993644714,81.78440264105998,0.36602123672704556
Shop,F30,inception_v3,3,64021,21187,21142,0.27515046730760684,0.2134059687351966,0.7945326278659612,2082,83.189857006073,81.42745106542921,0.3364451082897685
Shop,F30,mobilenet_1.0_224,0,63976,21232,21142,0.08342150605897729,0.09517316607581129,0.9232804232804233,820,52.506858110427856,71.28897118401316,0.17255871446229915
Shop,F30,mobilenet_1.0_224,1,63901,21307,21142,0.04203518495917005,0.0740187423604509,0.9611992945326279,1085,35.29467284679413,63.98359527441228,0.13745271122320304
Shop,F30,mobilenet_1.0_224,2,63726,21482,21142,0.2279369562720775,0.18170706864941943,0.7865961199294532,1137,79.85526323318481,79.29132139031512,0.29521760714876716
Shop,F30,mobilenet_1.0_224,3,64021,21187,21142,0.11006285503747638,0.10945540308747856,0.900352733686067,518,60.17405986785889,74.25844036283195,0.19518256547505256
Shop,F60,inception_v3,0,63976,21232,21142,0.35436053575768023,0.27946127946127947,0.7319223985890653,2258,88.4400725364685,81.24825907379554,0.4044834307992203
Shop,F60,inception_v3,1,63901,21307,21142,0.27098104483124164,0.2103914259086673,0.7962962962962963,2453,82.87768363952637,81.34570245975684,0.3328418724659049
Shop,F60,inception_v3,2,63726,21482,21142,0.37241553094821284,0.29637681159420287,0.7213403880070547,2615,89.31983709335327,81.21396062386333,0.42013353877760656
Shop,F60,inception_v3,3,64021,21187,21142,0.3081306433569715,0.23859934853420195,0.7751322751322751,2009,85.526442527771,81.74691763506237,0.36488169364881695
Shop,F60,mobilenet_1.0_224,0,63976,21232,21142,0.06601052795381594,0.0860597439544808,0.9603174603174603,1282,45.08561193943024,69.11493339172267,0.1579634464751958
Shop,F60,mobilenet_1.0_224,1,63901,21307,21142,0.0824585100449195,0.09462115796997855,0.9338624338624338,1343,51.71695947647095,71.37075064154232,0.17183190004867757
Shop,F60,mobilenet_1.0_224,2,63726,21482,21142,0.45284960319618084,0.4935185185185185,0.47001763668430335,1332,94.57005262374878,72.13392861550265,0.48148148148148145
Shop,F60,mobilenet_1.0_224,3,64021,21187,21142,0.4297234026514926,0.39520590043023973,0.5670194003527337,1291,93.02336573600769,75.89195362419406,0.4657732705541471
Shop,F90,inception_v3,0,63976,21232,21142,0.24905864148878162,0.1949242908935807,0.8059964726631393,2233,81.10396265983582,80.86609712376074,0.31392752876524127
Shop,F90,inception_v3,1,63901,21307,21142,0.23221891591097477,0.1834625322997416,0.8139329805996472,2436,79.57146763801575,80.43075538743938,0.2994322789943228
Shop,F90,inception_v3,2,63726,21482,21142,0.2935669459244364,0.2286166842661035,0.763668430335097,2628,84.91154909133911,80.88134234842218,0.3518894758228362
Shop,F90,inception_v3,3,64021,21187,21142,0.3231542888569227,0.25473161650636056,0.7239858906525574,2000,87.15826272964478,80.19669557221204,0.37686481523984394
Shop,F90,mobilenet_1.0_224,0,63976,21232,21142,0.04987565988316053,0.07790458637555824,0.9691358024691358,1334,38.30763399600983,65.94979292233724,0.14421625877567087
Shop,F90,mobilenet_1.0_224,1,63901,21307,21142,0.36470774394513095,0.31346785546691697,0.5890652557319224,1650,90.87598323822021,75.7972252016301,0.4091883614088821
Shop,F90,mobilenet_1.0_224,2,63726,21482,21142,0.34588085115589784,0.28963795255930086,0.6137566137566137,1452,89.85431790351868,76.4220370053037,0.39355385920271413
Shop,F90,mobilenet_1.0_224,3,64021,21187,21142,0.38315158676511274,0.4097103918228279,0.42416225749559083,1331,93.63352656364441,69.47630559769037,0.4168110918544194
Shop,F30_60_90,inception_v3,0,191928,63696,63426,0.32342724553793295,0.2519870473947601,0.7548500881834215,5227,86.66635155677795,81.39254439317747,0.37784153608474946
Shop,F30_60_90,inception_v3,1,191703,63921,63426,0.28588827642898895,0.2223819996616478,0.7727807172251616,5239,84.28720235824585,80.98126563601484,0.34537572254335264
Shop,F30_60_90,inception_v3,2,191178,64446,63426,0.2835590891682538,0.2198307730222624,0.7865961199294532,5466,83.88200402259827,81.41880373071228,0.34362760834670947
Shop,F30_60_90,inception_v3,3,192063,63561,63426,0.3012171465752306,0.2336415362731152,0.7724867724867724,4787,85.18903851509094,81.44387747546483,0.35877133105802045
Shop,F30_60_90,mobilenet_1.0_224,0,191928,63696,63426,0.1456381373019837,0.1295416556699217,0.8656672545561435,3264,68.07933449745178,76.79912309032883,0.22535965717783898
Shop,F30_60_90,mobilenet_1.0_224,1,191703,63921,63426,0.11654034985222442,0.11297287322384204,0.8997648442092887,3357,61.56938672065735,74.9679170072124,0.2007410564973604
Shop,F30_60_90,mobilenet_1.0_224,2,191178,64446,63426,0.06218711471632593,0.08413368194879495,0.9553203997648442,3257,43.98038685321808,68.29530827292834,0.15464775998667651
Shop,F30_60_90,mobilenet_1.0_224,3,192063,63561,63426,0.14514613060392073,0.12920980212291966,0.8694885361552028,3062,67.86964535713196,76.8685691508229,0.22498573873359953
